response_id,collection_date,urban_rural,education,income,Vote_Now,Past_Vote,CM_satisfaction,MLA_satisfaction,age,gender,assembly_no,category,weight
167,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,24,Male,185,BC,0.891022347
168,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",Left Front,Left Front,Somewhat Dissatisfied,Somewhat Satisfied,50,Male,209,BC,6.050534162
169,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,21,Male,177,EBC,3.641081425
170,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",Left Front,Left Front,Somewhat Satisfied,Fully Satisfied,30,Male,178,SC,2.009103071
171,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,30,Male,173,Gen,0.382603031
172,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",INC,JD(U),Fully Dissatisfied,Fully Dissatisfied,21,Male,201,Gen,0.226477425
173,5-24-2017,Urban,10th Pass,"₹ 10,000 - ₹ 20,000",Undecided,BJP,Can’t say,Can’t say,26,Male,181,Gen,0.278123491
174,5-24-2017,Urban,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,30,Male,212,SC,3.212888402
175,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),JD(U),Somewhat Dissatisfied,Fully Dissatisfied,30,Male,185,BC,0.405707907
176,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Dissatisfied,25,Male,205,BC,0.040518922
177,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",NOTA,RJD,Fully Dissatisfied,Fully Dissatisfied,30,Female,175,BC,0.405707907
178,5-24-2017,Urban,Professional Education,"₹ 1,50,000 & above",RJD,BJP,Somewhat Satisfied,Fully Dissatisfied,32,Male,184,BC,0.521282623
179,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,Did not vote,Somewhat Satisfied,Somewhat Satisfied,24,Male,199,Gen,0.226477425
180,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,44,Male,181,Gen,2.092566579
181,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,RLSP,Somewhat Satisfied,Somewhat Satisfied,40,Male,212,Gen,0.275508747
182,5-24-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,45,Male,182,BC,4.964055821
183,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,Did not vote,Somewhat Satisfied,Fully Dissatisfied,21,Male,179,BC,0.586158184
184,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,55,Male,175,BC,2.824391024
185,5-24-2017,Urban,Professional Education,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,39,Male,181,Gen,0.164500297
186,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Plurals,Did not vote,Somewhat Satisfied,Somewhat Dissatisfied,20,Male,179,EBC,2.483270477
187,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,30,Male,198,Gen,0.300585436
188,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,54,Male,213,Gen,2.092566579
189,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,20,Male,198,Gen,0.226477425
190,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Somewhat Dissatisfied,Fully Dissatisfied,25,Male,211,SC,5.02634443
191,5-24-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Can’t say,Fully Satisfied,32,Male,172,Gen,0.278123491
192,5-24-2017,Urban,Professional Education,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,38,Male,183,Gen,0.278123491
193,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",LJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,21,Male,178,SC,3.87873818
194,5-24-2017,Urban,12th Pass,"₹ 30,000 - ₹ 50,000",JAP(L),JD(U),Somewhat Satisfied,Fully Dissatisfied,34,Male,181,SC,0.514267463
195,5-24-2017,Urban,Graduate,"BPL/Below ₹ 5,000",JD(U),Did not vote,Fully Satisfied,Somewhat Satisfied,25,Male,188,BC,0.333505499
196,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",JD(U),JD(U),Fully Satisfied,Fully Satisfied,26,Male,174,EBC,3.26298043
197,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",Undecided,BJP,Fully Dissatisfied,Fully Dissatisfied,35,Male,174,Gen,0.181241919
198,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),Did not vote,Fully Satisfied,Somewhat Satisfied,23,Male,187,BC,0.42851179
199,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,24,Male,172,BC,0.15798405
200,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,39,Male,195,Gen,0.300585436
201,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),JD(U),Somewhat Satisfied,Somewhat Satisfied,30,Male,171,EBC,1.112029973
202,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,34,Male,209,Gen,0.275508747
203,5-24-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,32,Male,186,Gen,0.278123491
204,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",AIMIM,JD(U),Somewhat Satisfied,Fully Dissatisfied,35,Male,172,EBC,6.841012187
205,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,26,Male,177,BC,0.405707907
206,5-24-2017,Urban,12th Pass,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,34,Male,186,Gen,0.181241919
207,5-24-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,31,Male,172,EBC,0.851467114
208,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,171,EBC,1.007221106
209,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",JD(U),BJP,Somewhat Dissatisfied,Fully Dissatisfied,30,Male,200,Gen,0.181241919
210,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,30,Male,178,Gen,0.181241919
211,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,29,Male,201,BC,0.936383148
212,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",JD(U),JD(U),Fully Satisfied,Somewhat Dissatisfied,30,Male,205,BC,0.192186871
213,5-24-2017,Urban,10th Pass,"₹ 30,000 - ₹ 50,000",BJP,BJP,Fully Dissatisfied,Fully Satisfied,48,Male,184,BC,4.629945942
214,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",JD(U),BJP,Somewhat Satisfied,Somewhat Satisfied,33,Male,171,BC,0.405707907
215,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),BJP,Somewhat Satisfied,Somewhat Dissatisfied,27,Male,181,EBC,0.377996009
216,5-24-2017,Urban,12th Pass,"₹ 5,000 - ₹ 10,000",Undecided,BJP,Fully Dissatisfied,Fully Dissatisfied,36,Male,194,Gen,0.181241919
217,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",INC,Others,Fully Dissatisfied,Fully Dissatisfied,30,Male,208,Gen,0.190419828
218,5-24-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",NOTA,JD(U),Somewhat Satisfied,Fully Dissatisfied,31,Male,177,BC,0.242035629
219,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,200,EBC,0.66506573
220,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,20,Male,213,BC,0.586158184
221,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Somewhat Dissatisfied,39,Male,198,Gen,0.275508747
222,5-24-2017,Rural,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,30,Male,185,Gen,0.300585436
223,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),JD(U),Fully Satisfied,Fully Satisfied,21,Male,209,BC,0.333505499
224,5-24-2017,Urban,Post - Graduation,"₹ 50,000 - ₹ 80,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,29,Male,181,EBC,3.496873953
225,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,191,BC,0.713058738
226,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,HAM,Fully Dissatisfied,Fully Dissatisfied,30,Male,189,Gen,0.181241919
227,5-24-2017,Rural,Professional Education,"₹ 1,50,000 & above",Others,JD(U),Somewhat Satisfied,Fully Dissatisfied,27,Male,202,Gen,0.275508747
228,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Fully Satisfied,33,Male,205,Gen,0.275508747
229,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,28,Male,200,BC,0.521282623
230,5-24-2017,Urban,Post - Graduation,"₹ 30,000 - ₹ 50,000",NOTA,NOTA,Fully Dissatisfied,Fully Dissatisfied,25,Male,186,Gen,0.311180982
231,5-24-2017,Urban,Professional Education,"₹ 1,50,000 & above",INC,Others,Fully Dissatisfied,Fully Dissatisfied,39,Male,183,Gen,0.181241919
232,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,25,Male,179,BC,0.42851179
233,5-24-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,35,Male,172,BC,0.66506573
234,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,29,Male,194,Gen,0.275508747
235,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,Others,Somewhat Dissatisfied,Somewhat Dissatisfied,53,Male,178,Gen,2.663543272
236,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,37,Male,189,BC,0.037535316
237,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,40,Male,171,EBC,2.126251205
238,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",Others,RJD,Fully Dissatisfied,Fully Dissatisfied,28,Male,171,BC,0.936383148
239,5-24-2017,Urban,10th Pass,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,36,Male,181,SC,1.702091487
240,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",Undecided,BJP,Fully Dissatisfied,Fully Dissatisfied,32,Male,195,Gen,0.300585436
241,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,29,Male,200,Gen,0.181241919
242,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,20,Male,191,EBC,0.699934509
243,5-24-2017,Urban,Professional Education,"₹ 20,000 - ₹ 30,000",NOTA,BJP,Somewhat Dissatisfied,Somewhat Dissatisfied,27,Male,181,Gen,0.278123491
244,5-24-2017,Rural,Professional Education,"₹ 5,000 - ₹ 10,000",JAP(L),JD(U),Somewhat Dissatisfied,Somewhat Satisfied,26,Male,209,BC,0.192186871
245,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",NOTA,JD(U),Somewhat Dissatisfied,Fully Dissatisfied,35,Male,177,BC,0.222468843
246,5-24-2017,Rural,Professional Education,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,24,Male,200,Gen,0.148986932
247,5-24-2017,Urban,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Somewhat Dissatisfied,21,Male,184,SC,0.788045397
248,5-24-2017,Urban,10th Pass,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,36,Male,181,SC,2.587358827
249,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",Left Front,Left Front,Fully Dissatisfied,Fully Dissatisfied,32,Male,199,SC,1.942726984
250,5-24-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",NOTA,BJP,Somewhat Satisfied,Fully Dissatisfied,26,Male,200,EBC,3.020887124
251,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,192,Gen,0.300585436
252,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,JD(U),Somewhat Dissatisfied,Fully Dissatisfied,29,Male,182,Gen,0.181241919
253,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Undecided,JD(U),Somewhat Satisfied,Fully Dissatisfied,26,Male,197,Gen,0.275508747
254,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,BJP,Fully Satisfied,Can’t say,48,Male,181,Gen,1.145191294
255,5-24-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",BJP,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,18,Male,194,Gen,0.28792726
256,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",Left Front,JD(U),Somewhat Satisfied,Fully Dissatisfied,32,Male,176,BC,0.405707907
257,5-24-2017,Urban,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",NOTA,JD(U),Fully Dissatisfied,Somewhat Satisfied,50,Male,175,Gen,1.261740378
258,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,204,Gen,0.148986932
259,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,20,Male,213,Gen,0.247091304
260,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),JD(U),Somewhat Dissatisfied,Fully Dissatisfied,30,Male,173,EBC,1.545698246
261,5-24-2017,Urban,Professional Education,"₹ 1,50,000 & above",Others,RJD,Fully Dissatisfied,Fully Dissatisfied,34,Male,197,EBC,2.300415128
262,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",RJD,Did not vote,Somewhat Satisfied,Fully Dissatisfied,21,Male,186,BC,0.586158184
263,5-24-2017,Urban,Graduate,"₹ 80,000 - ₹ 1,50,000",JAP(L),JD(U),Somewhat Satisfied,Fully Dissatisfied,27,Male,182,Gen,0.300585436
264,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,24,Male,176,Gen,0.228626832
265,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",HAM,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,180,Gen,0.181241919
266,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",INC,BJP,Fully Dissatisfied,Fully Dissatisfied,24,Male,179,SC,2.126895685
267,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,41,Male,185,BC,1.684964103
268,5-24-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",BJP,BJP,Somewhat Dissatisfied,Somewhat Satisfied,43,Male,183,SC,6.673798043
269,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",NOTA,Did not vote,Fully Dissatisfied,Fully Dissatisfied,24,Male,211,Gen,0.247091304
270,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,172,BC,1.624923319
271,5-24-2017,Urban,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Somewhat Satisfied,Somewhat Satisfied,33,Male,209,EBC,1.446215757
272,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,32,Male,199,Gen,0.275508747
273,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",JD(U),JD(U),Somewhat Dissatisfied,Somewhat Satisfied,34,Male,178,BC,0.405707907
274,5-24-2017,Rural,12th Pass,"₹ 50,000 - ₹ 80,000",JD(U),RJD,Somewhat Satisfied,Fully Dissatisfied,27,Male,208,SC,2.551173856
275,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",Undecided,BJP,Fully Dissatisfied,Fully Dissatisfied,36,Male,188,Gen,0.181241919
276,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,26,Male,188,EBC,0.526776919
277,5-24-2017,Rural,12th Pass,"₹ 1,50,000 & above",JD(U),JD(U),Fully Satisfied,Fully Satisfied,38,Female,176,BC,0.405707907
278,5-24-2017,Urban,Post - Graduation,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,58,Male,186,Gen,1.91799178
279,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BSP,BSP,Somewhat Satisfied,Fully Dissatisfied,26,Male,200,SC,4.335312016
280,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,22,Male,199,BC,0.586158184
281,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,Did not vote,Fully Dissatisfied,Fully Dissatisfied,25,Male,186,EBC,0.433028285
282,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,28,Male,205,Gen,0.278123491
283,5-24-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,62,Male,183,Gen,1.261740378
284,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,45,Male,184,Gen,1.91799178
285,5-24-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,42,Male,183,Gen,1.91799178
286,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,24,Male,204,BC,0.546706323
287,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Undecided,INC,Somewhat Dissatisfied,Fully Dissatisfied,27,Male,191,EBC,1.545698246
288,5-24-2017,Urban,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,194,Gen,0.275508747
289,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",RJD,Did not vote,Somewhat Satisfied,Fully Dissatisfied,21,Male,183,EBC,1.27061577
290,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",Plurals,Did not vote,Somewhat Satisfied,Fully Dissatisfied,23,Male,186,BC,0.15798405
291,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,25,Male,199,Gen,0.148986932
292,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,BJP,Fully Satisfied,Fully Satisfied,32,Male,184,Gen,0.278123491
293,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),Did not vote,Fully Satisfied,Fully Dissatisfied,21,Male,190,EBC,0.040518922
294,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,183,BC,0.66506573
295,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),BJP,Fully Satisfied,Fully Dissatisfied,33,Male,185,BC,0.192186871
296,5-24-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,26,Male,184,EBC,0.377996009
297,5-24-2017,Urban,Professional Education,"₹ 1,50,000 & above",JD(U),JD(U),Somewhat Satisfied,Fully Dissatisfied,38,Male,172,BC,0.656491085
298,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,25,Male,201,Gen,0.247091304
299,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",NOTA,JD(U),Somewhat Dissatisfied,Somewhat Dissatisfied,25,Male,177,EBC,0.742136824
300,5-24-2017,Urban,Professional Education,"₹ 50,000 - ₹ 80,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,30,Male,179,EBC,1.16592415
301,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",Plurals,BJP,Fully Dissatisfied,Fully Dissatisfied,23,Male,173,Gen,0.148986932
302,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,JD(U),Fully Satisfied,Fully Dissatisfied,56,Male,179,Gen,1.261740378
303,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,22,Male,179,Gen,0.103478034
304,5-24-2017,Urban,Professional Education,"₹ 10,000 - ₹ 20,000",JD(U),Did not vote,Somewhat Satisfied,Somewhat Satisfied,21,Male,184,BC,0.15798405
305,5-24-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",Left Front,JD(U),Somewhat Satisfied,Fully Dissatisfied,40,Male,177,Gen,1.303234792
306,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,29,Male,192,Gen,0.300585436
307,5-24-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,JD(U),Somewhat Satisfied,Somewhat Satisfied,27,Male,188,Gen,0.278123491
308,5-24-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",JD(U),BJP,Fully Satisfied,Fully Dissatisfied,39,Male,182,BC,0.192186871
309,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,28,Male,184,BC,0.837568152
310,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,50,Male,212,Gen,2.092566579
311,5-24-2017,Urban,12th Pass,"₹ 5,000 - ₹ 10,000",Plurals,Did not vote,Fully Dissatisfied,Can’t say,18,Male,172,BC,0.198961401
312,5-24-2017,Urban,Professional Education,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,39,Male,181,SC,0.33831035
313,5-24-2017,Rural,Illiterate,"BPL/Below ₹ 5,000",RJD,RJD,Somewhat Dissatisfied,Fully Dissatisfied,29,Male,188,BC,0.713058738
314,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),Did not vote,Somewhat Satisfied,Somewhat Satisfied,51,Male,183,BC,1.337935162
315,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",BJP,LJP,Somewhat Satisfied,Fully Dissatisfied,46,Male,181,BC,6.518759213
316,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,22,Male,176,BC,0.191666035
317,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",JD(U),JD(U),Fully Satisfied,Somewhat Dissatisfied,22,Male,172,BC,0.333505499
318,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,29,Male,184,BC,0.66506573
319,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,21,Male,180,BC,0.31072539
320,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RLSP,RLSP,Somewhat Satisfied,Fully Dissatisfied,26,Male,212,BC,1.426017263
321,5-24-2017,Rural,Professional Education,"₹ 1,50,000 & above",JD(U),JD(U),Somewhat Satisfied,Can’t say,30,Male,177,BC,0.192186871
322,5-24-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",Others,Others,Fully Dissatisfied,Fully Dissatisfied,22,Male,184,EBC,1.600183641
323,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Fully Satisfied,Somewhat Dissatisfied,27,Male,179,Gen,0.300585436
324,5-24-2017,Urban,Professional Education,"₹ 1,50,000 & above",NOTA,BJP,Fully Dissatisfied,Somewhat Dissatisfied,26,Male,186,BC,0.66506573
325,5-24-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",RJD,BJP,Fully Dissatisfied,Can’t say,25,Male,182,Gen,0.188160812
326,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,31,Male,200,EBC,0.936383148
327,5-24-2017,Urban,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Somewhat Dissatisfied,38,Male,184,Gen,0.049291083
328,5-24-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,25,Male,182,BC,0.586158184
329,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RLSP,BJP,Somewhat Satisfied,Somewhat Dissatisfied,24,Male,208,BC,0.496030356
330,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",NOTA,BJP,Somewhat Satisfied,Can’t say,27,Male,184,BC,0.837568152
331,5-24-2017,Urban,Post - Graduation,"₹ 50,000 - ₹ 80,000",JD(U),BJP,Somewhat Satisfied,Fully Dissatisfied,36,Male,184,BC,0.521282623
332,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",Plurals,JD(U),Somewhat Satisfied,Fully Dissatisfied,29,Male,177,BC,0.405707907
